,Animal ID,Name,DateTime,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Age upon Outcome,Breed,Color,month,year,sex
519,A671534,Stella,03/31/2014 6:14:00 PM,01/26/2013,Adoption,,Cat,1 year,Snowshoe,Seal Point/White,Mar,2014,Spayed Female
520,A754166,Logan,08/05/2017 4:51:00 PM,07/16/2015,Adoption,,Dog,2 years,Labrador Retriever Mix,Chocolate/White,Aug,2017,Neutered Male
521,A731866,,08/01/2016 5:34:00 PM,10/28/2015,Adoption,,Dog,9 months,German Shepherd Mix,Black/Tan,Aug,2016,Neutered Male
522,A784959,Uzi,11/24/2018 5:44:00 PM,11/23/2017,Return to Owner,,Dog,1 year,German Shepherd Mix,Sable/Black,Nov,2018,Intact Male
523,A689215,*Shiela,10/08/2014 4:00:00 PM,04/15/2014,Transfer,Partner,Dog,5 months,Australian Cattle Dog Mix,Red/White,Oct,2014,Intact Female
524,A701359,,05/04/2015 3:32:00 PM,04/28/2015,Transfer,Partner,Dog,6 days,English Bulldog Mix,Blue/White,May,2015,
525,A681352,*Charlotte,07/12/2014 7:46:00 PM,04/30/2014,Adoption,Foster,Cat,2 months,Domestic Shorthair Mix,Blue Tabby,Jul,2014,Spayed Female
526,A669986,Kimmie,02/24/2014 10:22:00 AM,12/31/2000,Died,Enroute,Cat,13 years,Domestic Medium Hair Mix,Brown Tabby,Feb,2014,Spayed Female
527,A598005,Paulie,11/18/2016 12:22:00 PM,01/18/2011,Return to Owner,,Dog,5 years,Pug/Chihuahua Shorthair,White/Brown Brindle,Nov,2016,Neutered Male
528,A731189,,07/19/2016 11:52:00 AM,07/06/2016,Transfer,Partner,Cat,1 weeks,Domestic Shorthair Mix,Brown Tabby/Black,Jul,2016,
529,A676763,,04/14/2014 7:09:00 PM,04/14/2012,Euthanasia,Rabies Risk,Other,2 years,Bat Mix,Brown,Apr,2014,
530,A750915,Ripley,06/30/2017 2:48:00 PM,06/02/2015,Adoption,,Dog,2 years,Bullmastiff Mix,Brown Brindle,Jun,2017,Spayed Female
531,A742298,Lando,02/13/2017 5:05:00 PM,01/19/2015,Adoption,,Dog,2 years,German Shepherd Mix,Brown,Feb,2017,Neutered Male
532,A705868,Izzy,07/24/2015 1:55:00 PM,12/31/2014,Adoption,Foster,Dog,6 months,Golden Retriever Mix,Red,Jul,2015,Neutered Male
533,A710363,*Wilma,08/30/2015 6:06:00 PM,04/22/2015,Adoption,,Cat,4 months,Domestic Shorthair Mix,Calico,Aug,2015,Spayed Female
534,A569198,Bevo,02/21/2017 4:24:00 PM,03/23/2006,Transfer,Partner,Dog,10 years,Golden Retriever Mix,Buff,Feb,2017,Neutered Male
535,A707744,Music,07/25/2015 11:40:00 AM,05/17/2015,Transfer,Partner,Dog,2 months,Great Pyrenees/Labrador Retriever,White,Jul,2015,Intact Female
536,A712384,*Cassiopeia,10/01/2015 11:49:00 AM,08/07/2015,Transfer,Partner,Cat,1 month,Domestic Shorthair Mix,Tortie,Oct,2015,Intact Female
537,A839714,Cordelia,08/22/2021 3:59:00 PM,08/12/2018,Adoption,,Dog,3 years,Jack Russell Terrier/Labrador Retriever,Black,Aug,2021,Spayed Female
538,A817585,,07/25/2020 10:19:00 AM,04/13/2020,Adoption,Foster,Cat,3 months,Domestic Shorthair,Orange Tabby,Jul,2020,Spayed Female
539,A796788,Coco,06/06/2019 6:26:00 PM,01/05/2019,Return to Owner,,Dog,4 months,Treeing Walker Coonhound/Great Dane,White/Brown Brindle,Jun,2019,Intact Female
540,A853230,*Letty,03/22/2022 11:33:00 AM,01/07/2022,Adoption,,Dog,2 months,Rat Terrier Mix,Black/White,Mar,2022,Spayed Female
541,A800666,*Odin,08/04/2019 1:56:00 PM,06/15/2019,Transfer,Partner,Cat,1 month,Domestic Shorthair,Orange Tabby/White,Aug,2019,Intact Male
542,A671195,Cell,01/23/2014 11:42:00 AM,01/20/2011,Return to Owner,,Dog,3 years,Pit Bull Mix,Brown/White,Jan,2014,Intact Male
543,A815121,*Brian,08/13/2021 6:05:00 PM,03/11/2018,Adoption,Foster,Dog,3 years,Pit Bull,White,Aug,2021,Neutered Male
544,A669506,Buddy,04/03/2014 7:07:00 PM,12/21/2011,Transfer,Partner,Dog,2 years,Beagle Mix,Tricolor,Apr,2014,Neutered Male
545,A786029,Mia,04/03/2019 2:05:00 PM,09/30/2018,Adoption,Foster,Dog,6 months,Labrador Retriever/Great Pyrenees,White/Tan,Apr,2019,Intact Female
546,A722596,Navy,03/19/2016 5:43:00 PM,03/19/2014,Return to Owner,,Dog,2 years,Staffordshire Mix,Blue/White,Mar,2016,Intact Female
547,A781349,,10/01/2018 5:24:00 PM,07/27/2018,Adoption,,Cat,2 months,Domestic Shorthair Mix,White/Brown Tabby,Oct,2018,Spayed Female
548,A666819,Stripe,12/22/2013 12:58:00 PM,09/07/2013,Transfer,Partner,Cat,3 months,Siamese/Domestic Shorthair,Black,Dec,2013,Neutered Male
549,A807718,Baby,11/03/2019 4:25:00 PM,10/28/2018,Adoption,,Dog,1 year,Chihuahua Shorthair Mix,Tan,Nov,2019,Neutered Male
550,A789417,,02/27/2019 12:28:00 PM,04/21/2018,Transfer,Partner,Dog,10 months,Labrador Retriever Mix,Tan/White,Feb,2019,Intact Male
551,A840667,*Dylan,08/31/2021 3:55:00 PM,06/11/2021,Transfer,Partner,Dog,2 months,Rottweiler,Black/Brown,Aug,2021,Intact Male
552,A683440,,07/12/2014 3:46:00 PM,05/21/2014,Transfer,Partner,Cat,1 month,Domestic Shorthair Mix,Torbie/White,Jul,2014,Intact Female
553,A854620,Bella,04/23/2022 12:00:00 AM,04/06/2015,Died,Emergency,Dog,7 years,Pit Bull Mix,Brown Brindle/White,Apr,2022,Spayed Female
554,A801453,*Creampuff,08/11/2019 3:27:00 PM,07/13/2019,Transfer,Partner,Cat,4 weeks,Domestic Shorthair,Brown Tabby/White,Aug,2019,Intact Female
555,A776458,Lilly,08/08/2018 12:46:00 PM,11/14/2017,Adoption,Foster,Dog,8 months,Pit Bull Mix,Tan,Aug,2018,Spayed Female
556,A649122,Llama,07/13/2017 5:32:00 PM,03/10/2008,Adoption,,Dog,9 years,Tibetan Spaniel Mix,Red,Jul,2017,Neutered Male
557,A817478,,05/17/2020 9:40:00 AM,05/16/2018,Euthanasia,Rabies Risk,Other,2 years,Bat,Brown/Brown,May,2020,
558,A701917,Zena,05/06/2015 5:39:00 PM,05/06/2013,Return to Owner,,Dog,2 years,Australian Shepherd Mix,Black/Tan,May,2015,Spayed Female
559,A876724,,03/22/2023 6:52:00 PM,11/18/2022,Died,In Kennel,Dog,4 months,German Shepherd Mix,Tricolor,Mar,2023,
560,A684115,*Snowcream,08/11/2014 3:17:00 PM,07/19/2011,Transfer,Partner,Cat,3 years,Domestic Shorthair Mix,Cream Tabby/White,Aug,2014,Neutered Male
561,A849550,*Joy,01/14/2022 1:05:00 PM,05/10/2021,Transfer,Partner,Dog,8 months,Cardigan Welsh Corgi/Queensland Heeler,Tan,Jan,2022,Intact Female
562,A733559,*Guacamole,10/02/2016 5:46:00 PM,07/24/2016,Adoption,,Cat,2 months,Domestic Shorthair Mix,Black,Oct,2016,Neutered Male
563,A710402,Nevaeh,01/05/2020 1:52:00 PM,07/22/2015,Transfer,Partner,Cat,4 years,Domestic Shorthair Mix,Calico,Jan,2020,Spayed Female
564,A673646,*Monte,03/06/2014 5:04:00 PM,09/27/2013,Adoption,,Dog,5 months,Catahoula Mix,Yellow Brindle,Mar,2014,Neutered Male
565,A685944,*Gilley,08/18/2014 6:36:00 PM,04/14/2014,Adoption,,Dog,4 months,American Bulldog Mix,White/Brown,Aug,2014,Neutered Male
566,A768149,Dixie,07/27/2018 12:25:00 PM,03/13/2017,Adoption,,Dog,1 year,Dachshund Mix,Black,Jul,2018,Spayed Female
567,A832310,,04/16/2021 11:03:00 AM,11/11/2019,Adoption,,Dog,1 year,German Shepherd/Siberian Husky,Black/Tan,Apr,2021,Neutered Male
568,A701174,,04/24/2015 6:52:00 PM,04/22/2015,Transfer,Partner,Cat,2 days,Domestic Shorthair Mix,Brown Tabby/White,Apr,2015,
569,A774277,*Minnie,07/13/2018 12:58:00 PM,08/17/2017,Transfer,Partner,Cat,10 months,Domestic Shorthair Mix,Black/White,Jul,2018,Intact Female
570,A679399,,05/25/2014 12:04:00 PM,03/26/2014,Transfer,Partner,Dog,1 month,German Shepherd/Cardigan Welsh Corgi,Tricolor,May,2014,Intact Male
571,A812415,*Amelia,06/09/2020 2:47:00 PM,02/22/2019,Adoption,Foster,Dog,1 year,Labrador Retriever,Brown Brindle,Jun,2020,Spayed Female
572,A834028,Molly,05/09/2021 11:57:00 AM,11/09/2019,Return to Owner,,Dog,1 year,American Staffordshire Terrier,Black/White,May,2021,Intact Female
573,A809217,,11/26/2019 4:15:00 PM,05/21/2019,Adoption,,Dog,6 months,Chihuahua Shorthair,Cream/White,Nov,2019,Spayed Female
574,A797709,Bandit,06/23/2019 5:50:00 PM,05/02/2019,Adoption,,Cat,1 month,Domestic Shorthair,Brown Tabby/White,Jun,2019,Intact Female
575,A849003,Delilah,01/12/2022 5:13:00 PM,12/31/2019,Adoption,,Dog,2 years,Labrador Retriever,White,Jan,2022,Spayed Female
576,A860997,Andrea Lou,07/17/2022 3:28:00 PM,05/22/2022,Adoption,,Dog,1 month,Labrador Retriever Mix,Black/White,Jul,2022,Spayed Female
577,A830379,,03/10/2021 1:04:00 PM,03/08/2019,Transfer,Snr,Cat,2 years,Domestic Shorthair,Brown Tabby/White,Mar,2021,Spayed Female
578,A830653,*Topaz,03/26/2021 5:52:00 PM,03/13/2019,Adoption,,Dog,2 years,Doberman Pinsch Mix,Black/Brown,Mar,2021,Spayed Female
579,A817442,,05/20/2020 12:00:00 AM,05/16/2017,Disposal,,Cat,3 years,Domestic Shorthair,Black,May,2020,
580,A859858,,06/21/2022 4:24:00 PM,05/01/2022,Transfer,Partner,Cat,1 month,Domestic Shorthair,Brown Tabby/White,Jun,2022,Intact Female
581,A859949,*Cuthbert,07/14/2022 8:43:00 AM,03/21/2022,Transfer,Out State,Cat,3 months,Domestic Shorthair Mix,Black,Jul,2022,Intact Male
582,A704276,*Chelsea,06/19/2015 1:43:00 PM,06/03/2013,Transfer,Partner,Dog,2 years,American Staffordshire Terrier Mix,Blue/White,Jun,2015,Intact Female
583,A701993,Nugget,05/07/2015 4:11:00 PM,05/07/2014,Return to Owner,,Other,1 year,Ferret Mix,Black/White,May,2015,Neutered Male
584,A753792,,07/11/2017 12:10:00 PM,07/11/2009,Euthanasia,Suffering,Cat,8 years,Domestic Medium Hair Mix,White/Orange Tabby,Jul,2017,Neutered Male
585,A873253,*Peach Cobbler,05/28/2023 3:28:00 PM,07/23/2020,Adoption,,Cat,2 years,Domestic Medium Hair,Black,May,2023,Spayed Female
586,A694255,*Collette,12/29/2014 6:12:00 PM,10/16/2014,Return to Owner,,Cat,2 months,Domestic Shorthair Mix,Black,Dec,2014,Intact Female
587,A776871,,07/27/2018 4:15:00 PM,04/26/2018,Transfer,Partner,Dog,3 months,Australian Kelpie Mix,Brown Brindle/Black,Jul,2018,Spayed Female
588,A825520,,12/19/2020 10:04:00 AM,10/19/2020,Adoption,Foster,Cat,1 month,Domestic Shorthair Mix,Calico,Dec,2020,Spayed Female
589,A789814,Cookie,03/03/2019 5:15:00 PM,02/28/2017,Adoption,,Dog,2 years,German Shepherd/Labrador Retriever,Black,Mar,2019,Spayed Female
590,A715994,Quidditch,11/13/2015 11:38:00 AM,11/13/1999,Return to Owner,,Dog,16 years,Chihuahua Shorthair/Dachshund,Buff,Nov,2015,Spayed Female
591,A749224,,05/16/2017 6:48:00 PM,02/25/2017,Adoption,,Cat,2 months,Domestic Shorthair Mix,Black/White,May,2017,Neutered Male
592,A720734,Rooster 18,03/08/2016 3:07:00 PM,02/14/2015,Adoption,,Bird,1 year,Chicken Mix,Black/Chocolate,Mar,2016,Intact Male
593,A787936,Jackson,01/23/2019 5:29:00 PM,01/01/2013,Return to Owner,,Dog,6 years,Schnauzer Giant/Standard Poodle,Gray/Black,Jan,2019,Neutered Male
594,A659035,Zoe,10/20/2013 3:29:00 PM,11/18/2012,Adoption,,Dog,11 months,Belgian Malinois Mix,Tan/White,Oct,2013,Spayed Female
595,A665091,Coco,10/23/2013 11:23:00 AM,10/13/2005,Transfer,Partner,Dog,8 years,Chihuahua Shorthair Mix,Brown,Oct,2013,Spayed Female
596,A725558,*Bailey,01/17/2017 9:13:00 AM,04/30/2013,Adoption,Foster,Cat,3 years,Domestic Shorthair Mix,Brown Tabby,Jan,2017,Spayed Female
597,A664996,,10/15/2013 1:30:00 PM,10/05/2013,Transfer,Partner,Dog,1 weeks,Australian Cattle Dog Mix,Tricolor,Oct,2013,Intact Female
598,A731641,,07/29/2016 6:14:00 PM,05/25/2016,Adoption,,Dog,2 months,Labrador Retriever/Golden Retriever,Gold/White,Jul,2016,Spayed Female
599,A776941,*Jojo,10/06/2019 2:57:00 PM,09/21/2017,Adoption,,Dog,2 years,Pit Bull Mix,White/Brown,Oct,2019,Neutered Male
600,A805512,Pickle,02/18/2020 2:36:00 PM,05/28/2019,Adoption,,Dog,8 months,Border Collie Mix,Gray/White,Feb,2020,Neutered Male
601,A814854,,03/11/2020 5:26:00 PM,03/07/2015,Transfer,Partner,Dog,5 years,English Bulldog,White/Brown,Mar,2020,Neutered Male
602,A679679,,05/24/2014 5:16:00 PM,05/24/2013,Euthanasia,Rabies Risk,Other,1 year,Raccoon Mix,Gray/Black,May,2014,
603,A837869,Geralt,07/07/2021 1:40:00 PM,06/30/2017,Adoption,,Cat,4 years,Domestic Shorthair,White/Cream Tabby,Jul,2021,Neutered Male
604,A842551,Kit Kat,10/11/2021 5:45:00 PM,10/04/2019,Transfer,Partner,Cat,2 years,Domestic Shorthair,Brown Tabby/White,Oct,2021,Spayed Female
605,A752079,Rocky,06/23/2017 12:47:00 PM,06/17/2015,Adoption,,Dog,2 years,Catahoula Mix,Tricolor,Jun,2017,Neutered Male
606,A757328,10,09/10/2017 12:00:00 AM,09/01/2015,Return to Owner,,Dog,2 years,Anatol Shepherd Mix,Brown Brindle,Sep,2017,Spayed Female
607,A753784,*Tetra,08/19/2017 12:39:00 PM,07/11/2016,Adoption,,Dog,1 year,Boxer Mix,Brown Brindle/White,Aug,2017,Spayed Female
608,A773644,*Teegan,10/27/2018 6:29:00 PM,06/03/2016,Adoption,,Dog,2 years,Pit Bull Mix,Tan/White,Oct,2018,Spayed Female
609,A759836,Duque,11/15/2019 5:07:00 PM,07/28/2017,Return to Owner,,Dog,2 years,Pit Bull Mix,White,Nov,2019,Neutered Male
610,A799013,,07/08/2019 7:44:00 PM,07/03/2016,Transfer,Snr,Cat,3 years,Domestic Shorthair,Brown Tabby/White,Jul,2019,
611,A742776,*Franzi,02/01/2017 1:09:00 PM,01/27/2008,Transfer,Partner,Dog,9 years,Dachshund,Black/Tan,Feb,2017,Spayed Female
612,A726304,Lola,06/23/2017 5:46:00 PM,05/09/2015,Adoption,,Dog,2 years,Pointer Mix,White/Brown Brindle,Jun,2017,Spayed Female
613,A715031,Vicky,12/22/2015 2:08:00 PM,10/30/2012,Return to Owner,,Dog,3 years,Dachshund Mix,Red/Black,Dec,2015,Spayed Female
614,A729013,,06/29/2016 4:25:00 PM,04/12/2016,Adoption,,Cat,2 months,Domestic Shorthair Mix,Blue/White,Jun,2016,Neutered Male
615,A688941,,09/27/2014 9:00:00 AM,05/26/2014,Transfer,SCRP,Cat,4 months,Domestic Shorthair Mix,Brown Tabby,Sep,2014,Intact Male
616,A764139,,12/27/2017 5:26:00 PM,12/22/2014,Adoption,,Dog,3 years,Yorkshire Terrier/Miniature Schnauzer,Black,Dec,2017,Neutered Male
617,A739086,Jojo,11/27/2016 6:08:00 PM,11/27/2014,Euthanasia,Suffering,Dog,2 years,Labrador Retriever Mix,Brown,Nov,2016,Intact Male
618,A748109,,05/10/2017 12:00:00 AM,04/29/2016,Transfer,Snr,Cat,1 year,Domestic Shorthair Mix,Brown Tabby/White,May,2017,Neutered Male
619,A770986,,04/28/2018 3:10:00 PM,04/13/2018,Transfer,Partner,Cat,2 weeks,Domestic Shorthair Mix,Brown Tabby,Apr,2018,
620,A705062,,06/21/2015 2:24:00 PM,06/12/2014,Transfer,Partner,Dog,1 year,Pit Bull Mix,Brown/White,Jun,2015,Intact Male
621,A841248,A841248,09/28/2021 11:33:00 AM,08/24/2019,Euthanasia,Aggressive,Dog,2 years,Pit Bull,Blue,Sep,2021,Intact Female
622,A720573,Trixie,03/26/2016 2:41:00 PM,06/12/2015,Adoption,,Dog,9 months,American Pit Bull Terrier Mix,Tan/White,Mar,2016,Spayed Female
623,A749464,*Kathy,06/20/2017 5:37:00 PM,04/23/2017,Adoption,,Cat,1 month,Domestic Medium Hair Mix,Black,Jun,2017,Spayed Female
624,A675116,*Melinda,05/09/2014 1:00:00 PM,09/23/2013,Transfer,Partner,Cat,7 months,Domestic Shorthair Mix,Tortie,May,2014,Spayed Female
625,A749737,,05/19/2017 10:19:00 AM,05/18/2017,Transfer,Partner,Dog,1 day,Chihuahua Shorthair Mix,Black/White,May,2017,Intact Male
626,A839036,*Cranberry,07/26/2021 7:10:00 PM,07/15/2019,Adoption,,Dog,2 years,Labrador Retriever,Black,Jul,2021,Spayed Female
627,A687164,Majic,09/05/2014 5:48:00 PM,09/01/2011,Adoption,,Dog,3 years,Great Pyrenees/Standard Poodle,White,Sep,2014,Neutered Male
628,A681560,Tutmosis,06/23/2014 11:30:00 AM,06/18/2012,Return to Owner,,Cat,2 years,Bombay Mix,Black,Jun,2014,Neutered Male
629,A766541,,02/15/2018 4:20:00 PM,08/11/2017,Adoption,,Dog,6 months,Labrador Retriever/Border Collie,Black/White,Feb,2018,Spayed Female
630,A792677,Zeus,04/15/2019 1:03:00 PM,04/13/2017,Transfer,Partner,Other,2 years,Guinea Pig,Tricolor,Apr,2019,Intact Male
631,A723980,*Buster,04/14/2016 7:07:00 PM,02/09/2016,Adoption,,Dog,2 months,Cairn Terrier Mix,Tan,Apr,2016,Neutered Male
632,A835788,Smokey,01/24/2022 4:06:00 PM,06/09/2018,Rto-Adopt,,Dog,3 years,Blue Lacy Mix,Blue/White,Jan,2022,Neutered Male
633,A777958,*Gatlin,08/28/2018 12:42:00 PM,06/10/2018,Adoption,Foster,Dog,2 months,Pointer/Chihuahua Longhair,Tricolor,Aug,2018,Neutered Male
634,A778401,,08/14/2018 10:46:00 AM,08/14/2017,Euthanasia,Suffering,Cat,1 year,Domestic Shorthair Mix,Calico,Aug,2018,
635,A736721,*Hayden,10/22/2016 4:01:00 PM,10/16/2005,Transfer,Partner,Cat,11 years,Domestic Shorthair Mix,Blue/White,Oct,2016,Neutered Male
636,A582945,Nina,12/17/2013 11:51:00 AM,09/03/2006,Adoption,,Cat,7 years,Domestic Shorthair Mix,Brown Tabby,Dec,2013,Spayed Female
637,A798477,,07/01/2019 6:15:00 PM,04/26/2019,Adoption,,Dog,2 months,Australian Shepherd/Great Pyrenees,Black/White,Jul,2019,Neutered Male
638,A770568,,06/02/2018 7:25:00 PM,03/21/2018,Euthanasia,Suffering,Cat,2 months,Domestic Longhair Mix,Blue,Jun,2018,Neutered Male
639,A669194,,12/16/2013 6:40:00 PM,06/16/2013,Euthanasia,Rabies Risk,Other,6 months,Raccoon Mix,Brown,Dec,2013,
640,A778869,,08/21/2018 4:41:00 PM,08/21/2017,Euthanasia,,Other,1 year,Bat Mix,Brown,Aug,2018,
641,A813055,Rocko,10/16/2020 9:52:00 AM,02/03/2018,Adoption,Foster,Dog,2 years,German Shepherd Mix,Tan/Black,Oct,2020,Neutered Male
642,A579608,Max,07/21/2014 12:43:00 PM,06/09/2010,Return to Owner,,Dog,4 years,Labrador Retriever Mix,Black/White,Jul,2014,Neutered Male
643,A816680,Stitch,06/02/2020 7:02:00 AM,04/24/2010,Adoption,Foster,Dog,10 years,Australian Kelpie Mix,Brown Brindle,Jun,2020,Spayed Female
644,A711723,,09/11/2015 12:00:00 AM,08/28/2015,Transfer,Partner,Cat,2 weeks,Domestic Shorthair Mix,Brown Tabby,Sep,2015,Intact Female
645,A576705,Blue,10/23/2015 3:55:00 PM,03/18/2010,Adoption,,Cat,5 years,Siamese Mix,Lynx Point,Oct,2015,Neutered Male
646,A763873,*Aparee,12/21/2017 3:53:00 PM,12/17/2015,Transfer,Partner,Cat,2 years,Domestic Shorthair Mix,Torbie,Dec,2017,Intact Female
647,A762461,Furiosa,01/20/2018 12:36:00 PM,11/20/2015,Return to Owner,,Dog,2 years,Great Dane Mix,Tan/Black,Jan,2018,Intact Female
648,A799907,Chester,07/14/2019 4:20:00 PM,11/14/2018,Return to Owner,,Dog,7 months,Siberian Husky,Red/Tan,Jul,2019,Intact Male
649,A798758,Popo,06/30/2019 3:08:00 PM,06/30/2017,Return to Owner,,Cat,2 years,Domestic Shorthair,White/Gray,Jun,2019,Neutered Male
650,A829381,Muneca,02/09/2021 5:40:00 PM,04/09/2020,Return to Owner,,Dog,10 months,German Shepherd,Tan/Black,Feb,2021,Intact Female
651,A839707,Edith,10/02/2021 6:06:00 PM,07/26/2018,Adoption,,Dog,3 years,Staffordshire Mix,Brown/White,Oct,2021,Spayed Female
652,A776411,,07/13/2018 3:53:00 PM,07/06/2018,Transfer,Partner,Cat,1 week,Domestic Shorthair Mix,Brown Tabby,Jul,2018,
653,A872955,*Murray,03/12/2023 4:56:00 PM,01/11/2023,Adoption,Foster,Dog,1 month,Labrador Retriever,Black/White,Mar,2023,Neutered Male
654,A741183,Scooby,12/29/2016 4:56:00 PM,11/22/2016,Return to Owner,,Dog,1 month,Cairn Terrier Mix,Tan,Dec,2016,Intact Male
655,A705805,,06/24/2015 3:15:00 PM,03/30/2015,Transfer,Partner,Dog,2 months,Labrador Retriever Mix,Black/White,Jun,2015,Intact Female
656,A863983,285 Grams,08/18/2022 6:21:00 PM,07/27/2022,Transfer,Partner,Cat,3 weeks,Domestic Shorthair,Black/White,Aug,2022,Intact Male
657,A686365,Hazel,09/08/2014 11:26:00 AM,10/20/2013,Adoption,,Dog,10 months,Carolina Dog,Tan,Sep,2014,Spayed Female
658,A827282,*Pecan,01/30/2021 2:00:00 PM,12/17/2018,Adoption,,Dog,2 years,Jack Russell Terrier/Beagle,White/Tan,Jan,2021,Neutered Male
659,A747649,,04/26/2017 5:39:00 PM,02/22/2017,Adoption,,Cat,2 months,Domestic Shorthair Mix,White/Orange,Apr,2017,Neutered Male
660,A857491,*Franz,06/21/2022 5:26:00 PM,03/28/2022,Adoption,,Cat,2 months,Domestic Shorthair,Cream Tabby/White,Jun,2022,Neutered Male
661,A797222,Maya,06/12/2019 4:21:00 PM,03/12/2019,Adoption,,Dog,3 months,Yorkshire Terrier/Toy Poodle,Black/White,Jun,2019,Spayed Female
662,A692520,Peanut Butte,11/25/2014 3:04:00 PM,11/21/2013,Transfer,Partner,Dog,1 year,Shih Tzu Mix,Buff,Nov,2014,Intact Male
663,A720975,Moose,02/22/2016 1:18:00 PM,02/18/2014,Transfer,Partner,Dog,2 years,Shih Tzu Mix,Cream,Feb,2016,Intact Male
664,A738903,*Mack,01/10/2017 4:03:00 PM,11/23/2014,Adoption,,Dog,2 years,Staffordshire Mix,Black Brindle/White,Jan,2017,Neutered Male
665,A708918,,08/05/2015 2:21:00 PM,08/02/2009,Transfer,Partner,Dog,6 years,Chihuahua Shorthair/Dachshund,Black/Tan,Aug,2015,Intact Male
666,A752425,*Clark,07/02/2017 4:05:00 PM,04/07/2017,Adoption,,Cat,2 months,Domestic Shorthair Mix,Blue Tabby/White,Jul,2017,Neutered Male
667,A722787,,03/22/2016 3:03:00 PM,03/22/2013,Euthanasia,Rabies Risk,Other,3 years,Bat Mix,Brown,Mar,2016,
668,A802011,,08/19/2019 6:46:00 PM,07/25/2019,Transfer,Partner,Cat,3 weeks,Domestic Shorthair,Black Tabby,Aug,2019,Intact Male
669,A739496,,12/03/2016 5:25:00 PM,11/11/2016,Transfer,Partner,Cat,3 weeks,Domestic Longhair Mix,Black/White,Dec,2016,Intact Female
670,A809493,Theo,11/26/2019 10:35:00 AM,11/25/2017,Euthanasia,Suffering,Other,2 years,Chinchilla,Gray,Nov,2019,
671,A794974,,05/20/2019 6:23:00 PM,05/14/2018,Adoption,,Dog,1 year,Jack Russell Terrier,Tricolor/Brown,May,2019,Neutered Male
672,A804523,*Maggie 168G,10/09/2019 6:05:00 PM,09/08/2019,Transfer,Partner,Cat,4 weeks,Domestic Shorthair,Brown Tabby,Oct,2019,Intact Female
673,A837284,Mimi,06/23/2021 1:55:00 PM,06/02/2016,Return to Owner,,Dog,5 years,Cairn Terrier,White,Jun,2021,Spayed Female
674,A713577,Ferguson,10/11/2015 5:10:00 PM,10/09/2013,Return to Owner,,Dog,2 years,Cardigan Welsh Corgi Mix,Tricolor,Oct,2015,Neutered Male
675,A788302,Zeus,04/05/2019 6:36:00 PM,01/30/2019,Adoption,Foster,Dog,2 months,Labrador Retriever Mix,Tan/White,Apr,2019,Neutered Male
676,A738163,*Bobby,11/18/2016 10:25:00 PM,11/06/2014,Adoption,,Dog,2 years,Beagle Mix,Cream/White,Nov,2016,Neutered Male
677,A733547,Serenity,08/27/2016 5:02:00 PM,06/23/2016,Adoption,,Dog,2 months,German Shepherd Mix,Black/Tan,Aug,2016,Spayed Female
678,A821808,,08/21/2020 11:30:00 AM,08/19/2018,Transfer,Partner,Cat,2 years,Domestic Shorthair,Tortie,Aug,2020,Intact Female
679,A669594,*Bunny,01/21/2014 6:34:00 PM,11/23/2013,Adoption,Foster,Cat,1 month,Domestic Medium Hair Mix,Black,Jan,2014,Spayed Female
680,A818339,Scurvy,08/14/2020 12:00:00 AM,06/05/2017,Adoption,,Cat,3 years,Domestic Shorthair,Brown Tabby/White,Aug,2020,Neutered Male
681,A790471,,03/11/2019 4:12:00 PM,03/11/2016,Transfer,Partner,Cat,3 years,Domestic Medium Hair,Blue/White,Mar,2019,Neutered Male
682,A705991,,06/23/2015 2:15:00 PM,06/08/2015,Transfer,Partner,Cat,2 weeks,Domestic Shorthair Mix,Black/White,Jun,2015,
683,A734034,,09/04/2016 5:44:00 PM,05/01/2016,Adoption,,Cat,4 months,Domestic Shorthair Mix,Orange Tabby,Sep,2016,Neutered Male
684,A739413,,12/12/2016 4:05:00 PM,12/02/2015,Transfer,SCRP,Cat,1 year,Domestic Shorthair Mix,Seal Point/Gray,Dec,2016,Spayed Female
685,A740783,Sara,12/31/2016 3:54:00 PM,12/22/2015,Adoption,,Dog,1 year,Dalmatian/Labrador Retriever,White,Dec,2016,Spayed Female
686,A860643,Tyson,07/11/2022 5:05:00 PM,04/16/2022,Adoption,,Dog,2 months,Siberian Husky Mix,Tan/Black,Jul,2022,Neutered Male
687,A704239,Buddy,06/09/2015 6:37:00 PM,06/02/2014,Adoption,,Dog,1 year,Labrador Retriever Mix,Black/White,Jun,2015,Neutered Male
688,A838402,Ginger,07/20/2021 4:15:00 PM,03/31/2021,Adoption,,Cat,3 months,Domestic Shorthair,Torbie/White,Jul,2021,Spayed Female
689,A773427,Fluff,06/13/2018 4:32:00 PM,05/31/2016,Transfer,Partner,Cat,2 years,Domestic Longhair Mix,Black,Jun,2018,Spayed Female
690,A800418,Walter,07/24/2019 4:15:00 PM,07/20/2017,Adoption,,Dog,2 years,Jack Russell Terrier,White/Tricolor,Jul,2019,Neutered Male
691,A562564,Goliath,07/25/2014 11:31:00 AM,12/09/2005,Return to Owner,,Dog,8 years,Australian Shepherd Mix,Tricolor,Jul,2014,Neutered Male
692,A776528,Raiden,07/23/2018 5:40:00 PM,07/15/2017,Adoption,,Dog,1 year,Boxer Mix,White/Tan,Jul,2018,Neutered Male
